Title_Author,ISBN
"('The Man in the Woods', 'Rosemary Wells')",0141309725
"('The Manchurian Candidate', 'Richard Condon')",1568582706
"('The Manikin: A Novel', 'Joanna Scott')",0805055916
"('The Map of Love', 'Ahdaf Soueif')",0385720114
"('The Marching Season', 'Daniel Silva')",044900211X
"('The Marilyn Scandal: Her True Life Revealed by Those Who Knew Her', 'Sandra Shevey')",0283994568
"('The Marines of Autumn: A Novel of the Korean War', 'James Brady')",0312262000
"('The Marital Compatibility Test: Hundreds of Questions for Couples to Answer Together', 'Susan Adams')",0806516348
"('The Mark of the Angel', 'Nancy Huston')",0375709215
"('The Mark of the Assassin', 'Daniel Silva')",0449225313
"('The Marlow Chronicles', 'Lawrence Sanders')",042505733X
"('The Marriage Lesson', 'Victoria Alexander')",0380818205
"('The Marriage Prize', 'Virginia Henley')",0440222095
"('The Marriage of Cadmus and Harmony', 'Roberto Calasso')",0679733485
"('The Marriage of Sticks', 'Jonathan Carroll')",0312871937
"('The Martian Race', 'Gregory Benford')",0446526339
"('The Martini Shot: A Novel', 'Peter Craig')",0688175813
"('The Mask of Time', 'Marius Gabriel')",0553569481
"('The Mask of the Enchantress', 'Victoria Holt')",0449244180
"('The Massacre at Fall Creek', 'Jessamyn West')",0156576813
"('The Master Key', 'L. Frank Baum')",0848807340
"('The Master Puppeteer', 'Katherine Paterson')",0064402819
"('The Master Sniper', 'Stephen Hunter')",0440221870
"('The Master Stroke', 'Elizabeth Gage')",0671748165
"('The Master and Margarita', 'Mikhail Bulgakov')",0679760806
"('The Master of All Desires', 'Judith Merkle Riley')",0140296530
"('The Master of Ballantrae', 'Robert Louis Stevenson')",0816708533
"('The Master of Go', 'Yasunari Kawabata')",0399505288
"('The Matarese Circle', 'Robert Ludlum')",0553258990
"('The Matarese Countdown', 'Robert Ludlum')",0553579835
"('The Matisse Stories', 'A. S. Byatt')",0679438823
"('The Mayan Prophecies: Unlocking the Secrets of a Lost Civilization', 'Adrian Gilbert')",1852308885
"('The Mayor of Casterbridge', 'Thomas Hardy')",0451527356
"(""The Mayor of Casterbridge (Oxford World's Classics)"", 'Thomas Hardy')",019283441X
"('The Maze', 'Catherine Coulter')",0515122491
"('The McDonaldization of Society: An Investigation into the Changing Character of Contemporary Social Life', 'George Ritzer')",0803990006
"('The McDougall Program for Women: What Every Woman Needs to Know to Be Healthy for Life', 'John A. McDougall')",0452276977
"('The Meaning of Relativity', 'Albert Einstein')",0691023522
"('The Means of Escape', 'Penelope Fitzgerald')",0618079947
"('The Measure of a Man : A Spiritual Autobiography', 'Sidney Poitier')",0062516078
"('The Med', 'David Poyer')",0312927223
"('The Media Lab: Inventing the Future at Mit', 'Stewart Brand')",0670814423
"('The Mediterranean Caper', 'Clive Cussler')",0425197395
"('The Mediterranean Cat', 'Hans Silvester')",0811812286
"('The Medusa and the Snail: More Notes of a Biology Watcher', 'Lewis Thomas')",0670465682
"('The Meeting at Telgte', 'Gunter Grass')",0151585881
"('The Memoirs of Cleopatra: A Novel', 'Margaret George')",0312187459
"('The Memoirs of Elizabeth Frankenstein', 'Theodore Roszak')",0679437320
"('The Memoirs of Sherlock Holmes', 'Arthur Conan Doyle')",0809597357
"('The Memoirs of a Survivor', 'Doris May Lessing')",0394757599
"('The Memory Book', 'Harry Lorayne')",0880293225
"('The Memory Game', 'Nicci French')",0754010228
"('The Memory of Old Jack', 'Wendell Berry')",0156586703
"('The Memory of Whiteness', 'Kim Stanley Robinson')",0312861435
"('The Mentor', 'Sebastian Stuart')",0553111655
"('The Merchant of Venus', 'Ellen Hart')",0312266189
"('The Merchants of Souls (Giraut)', 'John Barnes')",0812589696
"('The Mercy Rule', 'John T. Lescroart')",0440222826
"('The Merlin Conspiracy', 'Diana Wynne Jones')",0060523182
"('The Merlin Effect', 'T. A. Barron')",0812551699
"('The Mermaids Singing', 'Lisa Carey')",038079960X
"('The Merry Devils', 'Edward Marston')",0449218805
"('The Merry Heart: Reflections on Reading, Writing, and the World of Books', 'Robertson Davies')",014027586X
"('The Message of the Sphinx: A Quest for the Hidden Legacy of Mankind', 'Graham Hancock')",0517888521
"('The Message: The New Testament in Contemporary Language', 'Eugene H. Peterson')",0891098534
"(""The Messiah Book: The Life and Times of G. F. Handel's Greatest Hit"", 'Peter Jacobi')",0312530722
"('The Messianic Legacy', 'Michael Baigent')",0805005684
"('The Messies Superguide', 'Sandra Felton')",0800754034
"('The Metal Shredders', 'Nancy Zafris')",0399149228
"('The Metaphysical Touch', 'Sylvia Brownrigg')",0312263570
"('The Mexican Tree Duck', 'James Crumley')",0446404071
"('The Middle Ground', 'Margaret Drabble')",0804103623
"('The Middleman and Other Stories', 'Bharati Mukherjee')",0449217183
"('The Midnight Cafe (Anita Blake, Vampire Hunter)', 'Laurell K Hamilton')",156865765X
"('The Midnight Club', 'James Patterson')",0446606383
"('The Midnight Examiner', 'William Kotzwinkle')",1569247773
"('The Midnight Hour', 'Karen Robards')",0440225043
"(""The Midwife's Advice"", 'Gay Courter')",0451176928
"('The Midwife: A Novel', 'Gay Courter')",0451156234
"('The Miko', 'Eric Lustbader')",0449205967
"('The Millennium Girl', 'Coerte V. W. Felske')",0312976976
"('The Million Dollar Shot', 'Dan Gutman')",0786812206
"('The Millionaire Mind', 'Thomas J. Stanley')",0740703579
"(""The Millionaire Next Door: The Surprising Secrets of America's Wealthy"", 'Thomas J. Stanley')",0743420373
"('The Millionaires', 'Brad Meltzer')",0446611921
"(""The Mind's I: Fantasies and Reflections on Self and Soul"", 'Douglas R. Hofstadter')",0553014129
"('The Minds of Billy Milligan', 'Daniel Keyes')",0553263811
"('The Mineral Palace', 'Heidi Julavits')",0425179826
"('The Minus Man', 'Lew McCreary')",0802136745
"('The Miocene Arrow', 'Sean McMullen')",031287054X
"('The Miracle', 'Irving Wallace')",052524266X
"('The Miracle Life of Edgar Mint: A Novel', 'Brady Udall')",0375719180
"('The Mirror', 'Marlys Millhiser')",0915230151
"('The Misbegotten Son: A Serial Killer and His Victims : The True Story of Arthur J. Shawcross', 'Jack Olsen')",044021646X
"('The Miserable Mill (A Series of Unfortunate Events, Book 4)', 'Lemony Snicket')",0064407691
"('The Mismeasure of Man', 'Stephen Jay Gould')",0393314251
"('The Miss America Family : A Novel', 'Julianna Baggott')",074342297X
"('The Missing Chapter: A Nero Wolfe Mystery', 'Robert Goldsborough')",0553072412
"('The Missing Madonna', ""Carol Anne O'Marie"")",0440204739
"('The Missing Piece', 'Antoine Bello')",0156013371
"('The Missing World: A Novel', 'Margot Livesey')",014029855X
"('The Missionary Position: Mother Teresa in Theory and Practice', 'Christopher Hitchens')",1859849296
"('The Mistress', 'Philippe Tapon')",0452280583
"('The Mistress', 'Susan Wiggs')",1551666103
"('The Mistress of Spices', 'Chitra Banerjee Divakaruni')",0385482388
"('The Mists of Avalon', 'MARION ZIMMER BRADLEY')",0345350499
"('The Mists of Avalon', 'Marion Zimmer Bradley')",0394524063
"('The Mixed-Up Chameleon', 'Eric Carle')",0064431622
"('The Mocking Program', 'Alan Dean Foster')",044661307X
"('The Modern Researcher', 'Jacques Barzun')",0155625128
"('The Mole People: Life in the Tunnels Beneath New York City', 'Jennifer Toth')",155652241X
"('The Moment She Was Gone : A Novel', 'Evan Hunter')",074323748X
"('The Money Book of Personal Finance', 'Richard Eisenberg')",0446519812
"('The Money Culture', 'Michael Lewis')",0140173188
"('The Moneychangers', 'Arthur Hailey')",0425182177
"(""The Monkey's Fist"", 'William D. Pease')",0451188721
"('The Monster Garden', 'Vivien Alcock')",0618003371
"('The Monsters of Morley Manor: A Madcap Adventure', 'Bruce Coville')",0152163824
"('The Moon Is a Harsh Mistress', 'Robert A. Heinlein')",0312863551
"('The Moon Under Her Feet', 'Clysta Kinstler')",0062504975
"('The Moon in the Water', 'Pamela Belle')",0425072002
"('The Moonstone', 'Wilkie Collins')",1592247865
"('The Moonstone (Penguin Classics)', 'Wilkie Collins')",0140430148
"(""The Moor's Last Sigh"", 'Salman Rushdie')",0679420495
"('The Mordida Man', 'Ross Thomas')",0446404055
"('The Morning Star', 'Nick Bantock')",081183199X
"('The Moscow Club', 'Joseph Finder')",0451171195
"('The Mosquito Coast', 'Paul Theroux')",0380619458
"('The Most Wanted', 'Jacquelyn Mitchard')",0670878847
"(""The Mote in God's Eye"", 'Larry Niven')",0671741926
"('The Mother Dance: How Children Change Your Life', 'Harriet Lerner')",006093025X
"(""The Motherload: When Your Life's on Spin Cycle and You Just Can't Get the Lid Up!"", 'Caryl Kristensen')",0060191805
"('The Mouse and the Motorcycle', 'Beverly Cleary')",0380709244
"('The Mousetrap and Other Plays', 'Agatha Christie')",0451201183
"('The Moves Make the Man', 'Bruce Brooks')",0064470229
"('The Moviegoer', 'Walker Percy')",0375701966
"('The Moving Finger', 'Agatha Christie')",0425067874
"('The Moving Finger (Miss Marple Mysteries (Paperback))', 'Agatha Christie')",0425105695
"('The Mugger', 'Ed McBain')",0922890293
"('The Mulberry Tree', 'Jude Deveraux')",0743437640
"('The Multi-Orgasmic Man: Sexual Secrets Every Man Should Know', 'Mantak Chia')",0062513362
"('The Multiplex Man', 'James P. Hogan')",0671578197
"('The Mummy Case', 'Elizabeth Peters')",0446601934
"('The Mummy or Ramses the Damned', 'Anne Rice')",0345369947
"('The Murder Game', 'Steve Allen')",0821744526
"('The Murder at the Vicarage', 'Agatha Christie')",0440159466
"('The Murder of Helen Jewett: The Life and Death of a Prostitute in Nineteenth-Century New York', 'Patricia Cline Cohen')",0679412913
"('The Murder of Roger Ackroyd', 'Agatha Christie')",0061002860
"('The Murderer Next Door', 'Rafael Yglesias')",0345364287
"('The Muse Asylum', 'David Czuchlewski')",0399147454
"('The Museum of Horrors', 'Dennis Etchison')",0843950773
"('The Mushroom Man', 'Sophie Powell')",0399149635
"('The Music Room', 'Dennis McFarland')",031227470X
"('The Music of What Happens', 'John Straley')",055309677X
"('The Music of the Spheres', 'Elizabeth Redfern')",051513239X
"('The Musicians of Bremen (Little Golden Book)', 'Ben Cruise')",0307020746
"('The Mysteries of Pittsburgh', 'Michael Chabon')",0060972122
"('The Mysterious Affair at Styles', 'Agatha Christie')",0425129616
"('The Mysterious Island', 'Jules Verne')",0451524918
"('The Mysterious Mr. Quin', 'Agatha Christie')",0312981600
"('The Mystery of Beautiful Nell Cropsey: A Nonfiction Novel', 'Bland Simpson')",0807821209
"('The Mystery of Edwin Drood (Penguin Classics)', 'Charles Dickens')",014043092X
"('The Mystery of the Blue Train (Hercule Poirot Mysteries (Paperback))', 'Agatha Christie')",0425130266
"('The Mystery of the Cupboard', 'Lynne Reid Banks')",0688121381
"('The Naive and Sentimental Lover', 'John Le Carre')",0553279955
"('The Naive and Sentimental Lover', 'John le Carre')",0330232932
"('The Naked Ape', 'Desmond Morris')",0440362660
"('The Naked Detective', 'Laurence Shames')",0345432193
"('The Naked Face', 'Sidney Sheldon')",0446341916
"('The Naked Heart', 'Jacqueline Briskin')",0440205638
"('The Naked Sun', 'Isaac Asimov')",0553293397
"('The Name Game: The Decision That Lasts a Lifetime', 'Albert Mehrabian')",0915765756
"('The Name of a Bullfighter', 'Luis Sepulveda')",0151001936
"('The Name of the World', 'Denis Johnson')",0060192488
"('The Named', 'Marianne Curley')",0747557640
"('The Names of the Dead', ""Stewart O'Nan"")",0140263098
"('The Nanny Diaries: A Novel', 'Emma McLaughlin')",0312278586
"('The Nanny and the Iceberg', 'Ariel Dorfman')",0374218986
"('The Narrative of Arthur Gordon Pym of Nantucket (Penguin Classics)', 'Edgar Allan Poe')",0140430970
"('The Narrowing Stream', 'John Mortimer')",0140104984
"('The Natural', 'Bernard Malamud')",0380506092
"(""The Natural Beauty &amp; Bath Book: Nature's Luxurious Recipes for Body &amp; Skin Care"", 'Casey Kellar')",1887374485
"('The Natural Man', 'Ed McClanahan')",0140070427
"('The Natural: The Misunderstood Presidency of Bill Clinton', 'Joe Klein')",1402508786
"('The Nature of Life', 'John H. Postlethwait')",0070506337
"('The Naughtiest Girl in the School', 'Enid Blyton')",0603032915
"('The Nautilus book', 'Ellington Darden')",0809246090
"('The Nazi Persecution of the Gypsies', 'Guenter Lewy')",0195142403
"('The Negative', 'Michael Covino')",0670850780
"('The Nest', 'Gregory A. Douglas')",0890836620
"('The Neverending Story', 'Michael Ende')",0140386335
"('The New Basics Cookbook', 'Julee Rosso')",0894803921
"('The New Bedside, Bathtub &amp; Armchair Companion to Agatha Christie', 'Dick Riley')",0804467250
"('The New Confessions', 'William Boyd')",0140106995
"('The New Evidence That Demands A Verdict Fully Updated To Answer The Questions Challenging Christians Today', 'Josh McDowell')",0785242198
"('The New Girl (Sweet Valley Twins, No 6)', 'Francine Pascal')",0553156608
"('The New Girl Friend and Other Stories of Suspense', 'Ruth Rendell')",0394548132
"('The New Gothic: A Collection of Contemporary Gothic Fiction', 'Bradford Morrow')",0679730753
"('The New Jessica (Sweet Valley High, No 32)', 'Francine Pascal')",0553275607
"('The New Male Sexuality', 'Bernie Zilbergeld')",0553562592
"('The New Natural Cat: A Complete Guide for Finicky Owners', 'Anitra Frazier')",0452265177
"(""The New Organic Grower: A Master's Manual of Tools and Techniques for the Home and Market Gardener"", 'Eliot Coleman')",093003175X
"('The New Secrets of a Corporate Headhunter: Strategies for Surviving and Thriving in the New World of Business', 'John Wareham')",0887307418
"('The New World Order', 'Pat Robertson')",0849933943
"('The New York Public Library Book of How and Where to Look It Up (A Prentice Hall Reference Book)', 'Sherwood Harris')",0671892649
"('The New York Public Library Guide to Reading Groups', 'Rollene Saal')",0517883570
"(""The New York Public Library's Books of the Century"", 'Elizabeth Diefendorf')",0195108973
"('The New York Times 60 Minute Gourmet', 'Pierre Franey')",0812908341
"('The New Yorker Book of Literary Cartoons', 'Bob Mankoff')",0671035576
"('The Next Accident', 'LISA GARDNER')",0553578693
"('The Next Economy', 'Paul Hawken')",0030626315
"('The Night Before Christmas', 'Clement C. Moore')",155858465X
"('The Night Before Christmas', 'Clement Clarke Moore')",0837885043
"('The Night Before Christmas', 'Victoria Alexander')",0505523183
"('The Night Church', 'Whitley Strieber')",067146955X
"('The Night Crew', 'John Sandford')",0425163385
"('The Night Has a Naked Soul: Witchcraft and Sorcery Among the Western Cherokee', 'Alan Kilpatrick')",0815605390
"('The Night Is For Hunting', 'John Marsden')",0330361368
"('The Night Listener', 'Armistead Maupin')",006017143X
"('The Night Lives on', 'Walter Lord')",0515092509
"('The Night Manager', 'John Le Carre')",0679425136
"('The Night My Mother Met Bruce Lee: Observations on Not Fitting in', 'Paisley Rekdal')",0375409378
"('The Night Parade (Forgotten Realms Fantasy Adventure)', 'Scott Ciencin')",156076323X
"('The Night Remembers', 'Kathleen Eagle')",0380784912
"('The Night of Four Hundred Rabbits', 'Elizabeth Peters')",0380731207
"('The Nightingale Gallery: Being the First of the Sorrowful Mysteries of Brother Athelstan', 'Paul Harding')",0380717514
"('The Nightingale Legacy', 'Catherine Coulter')",0515116246
"('The Nightmare File', 'Jack Livingston')",0312573324
"('The Nightrunners', 'Joe R. Lansdale')",0812521234
"('The Nonesuch', 'Georgette Heyer')",0373834446
"('The Noonday Demon: An Atlas of Depression', 'Andrew Solomon')",068485466X
"('The North Runner', 'R. D. Lawrence')",0345332024
"('The Northbury Papers', 'Joanne Dobson')",0553576615
"('The Northern Lights: The True Story of the Man Who Unlocked the Secrets of the Aurora Borealis', 'Lucy Jago')",0375409807
"('The Norton Anthology of English Literature', 'M. H. Abrams')",0393974871
"('The Norton Anthology of English Literature', 'M.H. Abrams')",0393954765
"('The Norton Anthology of English Literature (Norton Anthology of English Literature (Paperback))', 'M. H. Abrams')",0393962881
"('The Norton Anthology of English Literature: The Major Authors', 'M. H. Abrams')",0393968081
"('The Norton Anthology of Poetry', 'Margaret Ferguson')",0393968200
"('The Norton Anthology of World Masterpieces (Norton Anthology of World Masterpieces)', 'Maynard Mack')",0393954323
"('The Norton Introduction to Poetry', 'J. Paul Hunter')",0393973573
"('The Norton anthology of short fiction', 'R. V. Cassill')",039395479X
"('The Norton introduction to literature', 'Carl E Bain')",0393091198
"('The Norton reader: An anthology of expository prose', 'Arthur M Eastman')",0393091333
"('The Norton reader;: An anthology of expository prose', 'Arthur M Eastman')",0393093832
"('The Not So Big House: A Blueprint for the Way We Really Live', 'Sarah Susanka')",1561581305
